game_name,game_url,previous_date,previous_plays,current_date,current_plays,drop,current_source,first_seen_date,first_seen_source,reason
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-04-05,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-04-27,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-05-03,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-05-07,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-05-07,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-05-10,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-05-10,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-05-21,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Endless Zombie Rampage 2,https://www.kongregate.com/en/games/Weasel/endless-zombie-rampage-2,2025-04-26,2500718,2026-07-01,2500000,718,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Sword Fight,https://www.kongregate.com/en/games/tovrick/sword-fight,2025-07-25,4100590,2025-12-05,4100000,590,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Sword Fight,https://www.kongregate.com/en/games/tovrick/sword-fight,2025-07-25,4100590,2025-12-15,4100000,590,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Electric Box,https://www.kongregate.com/en/games/TwinkleStarGames/electric-box,2026-06-30,2600349,2026-07-01,2600000,349,category_top,2025-11-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Co-op Toon Shooter: Rise of the fleet,https://www.kongregate.com/en/games/saltyegg/co-op-toon-shooter-rise-of-the-fleet,2026-06-29,757844,2026-07-01,757800,44,category_top,2026-04-27,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Soul Tax,https://www.kongregate.com/en/games/jlong64/soul-tax,2026-06-30,301743,2026-07-01,301700,43,category_top,2026-05-10,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
siftheads 5,https://www.kongregate.com/en/games/WebCypher/siftheads-5,2026-06-29,819428,2026-07-01,819400,28,category_top,2026-07-01,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
N Step Steve: Part 1,https://www.kongregate.com/en/games/EPGstudios/n-step-steve-part-1,2026-06-29,18607,2026-07-01,18600,7,category_top,2026-06-26,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Maptroid,https://www.kongregate.com/en/games/lozzajp/maptroid,2026-06-30,244203,2026-07-01,244200,3,category_top,2026-07-01,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Infectonator : Christmas Edition,https://www.kongregate.com/en/games/TogeProductions/infectonator-christmas-edition,2026-06-29,859802,2026-07-01,859800,2,category_top,2026-06-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
Infectonator : Christmas Edition,https://www.kongregate.com/en/games/TogeProductions/infectonator-christmas-edition,2026-06-29,859802,2026-07-01,859800,2,category_top,2026-06-22,category_top,Listing page repeated an older already-observed play count after a higher count was observed.
