date,game_name,rank_on_date,ranking_type,ranking_basis,plays_count_observed,plays_rank_within_capture,plays_rank_scope,category,source_url,capture_timestamp,capture_url,game_url,developer,rating_text,plays_text,parser,confidence,notes
2007-01-20,Warbears,1,browse,page_order_browse_default,2315,2,visible_games_in_same_capture,,http://www.kongregate.com:80/games,20070120035144,https://web.archive.org/web/20070120035144/http://www.kongregate.com:80/games,http://www.kongregate.com/games/ioji/warbears,ioji,Currently 4.6/5 Stars.,2315 gameplays »,legacy_game_blocks,medium,Extracted from cached HTML data/raw/html/20070120035144_http_www.kongregate.com_80_games_4585fd31b56023ac.html
2007-01-20,The Fancy Pants Adventures,2,browse,page_order_browse_default,5623,1,visible_games_in_same_capture,,http://www.kongregate.com:80/games,20070120035144,https://web.archive.org/web/20070120035144/http://www.kongregate.com:80/games,http://www.kongregate.com/games/DrNeroCF/the-fancy-pants-adventures,DrNeroCF,Currently 4.5/5 Stars.,5623 gameplays »,legacy_game_blocks,medium,Extracted from cached HTML data/raw/html/20070120035144_http_www.kongregate.com_80_games_4585fd31b56023ac.html
2007-01-20,The Fancy Pants Adventures,1,most_played,page_order_most_played,5653,1,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/DrNeroCF/the-fancy-pants-adventures,DrNeroCF,Currently 4.5/5 Stars.,5653 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Gamma Bros,2,most_played,page_order_most_played,2774,2,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/pixeljamgames/gamma-bros,pixeljamgames,Currently 4.3/5 Stars.,2774 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Warbears,3,most_played,page_order_most_played,2346,3,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/ioji/warbears,ioji,Currently 4.6/5 Stars.,2346 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Warp Forest,4,most_played,page_order_most_played,1927,4,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/Arseniy/warp-forest,Arseniy,Currently 3.7/5 Stars.,1927 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Orbox B,5,most_played,page_order_most_played,1682,5,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/Arseniy/orbox-b,Arseniy,Currently 4.2/5 Stars.,1682 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Bowmaster Prelude,6,most_played,page_order_most_played,1625,6,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/DragonGamez/bowmaster-prelude,DragonGamez,Currently 4.1/5 Stars.,1625 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Micro Siege,7,most_played,page_order_most_played,1482,7,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/richpixel/micro-siege,richpixel,Currently 3.2/5 Stars.,1482 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Chaos Faction,8,most_played,page_order_most_played,1190,8,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/JorjEade/chaos-faction,JorjEade,Currently 4.1/5 Stars.,1190 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,QWERTY Warriors,9,most_played,page_order_most_played,1168,9,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/Weasel/qwerty-warriors,Weasel,Currently 4.2/5 Stars.,1168 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Pretty Pretty Bang Bang,10,most_played,page_order_most_played,1103,10,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/luvcraft/pretty-pretty-bang-bang,luvcraft,Currently 3.6/5 Stars.,1103 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,McDonald's Videogame,11,most_played,page_order_most_played,1023,11,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/molleindustria/mcdonalds-videogame,molleindustria,Currently 4.0/5 Stars.,1023 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Orbox,12,most_played,page_order_most_played,954,12,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/Arseniy/orbox,Arseniy,Currently 4.0/5 Stars.,954 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,rotaZion,13,most_played,page_order_most_played,935,13,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/pixtiz/rotazion,pixtiz,Currently 3.5/5 Stars.,935 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Hovercrafty,14,most_played,page_order_most_played,922,14,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/grapefrukt/hovercrafty,grapefrukt,Currently 3.1/5 Stars.,922 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-20,Prehistoric.,15,most_played,page_order_most_played,840,15,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games?,20070120114953,https://web.archive.org/web/20070120114953/http://www.kongregate.com:80/popular_games?,http://www.kongregate.com/games/TrueDarkness/prehistoric,TrueDarkness,Currently 3.6/5 Stars.,840 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070120114953_http_www.kongregate.com_80_popular_games_05d8e0ddd6402659.html
2007-01-22,The Fancy Pants Adventures,1,most_played,page_order_most_played,5857,1,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/DrNeroCF/the-fancy-pants-adventures,DrNeroCF,Currently 4.5/5 Stars.,5857 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Gamma Bros,2,most_played,page_order_most_played,2840,2,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/pixeljamgames/gamma-bros,pixeljamgames,Currently 4.3/5 Stars.,2840 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Warbears,3,most_played,page_order_most_played,2502,3,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/ioji/warbears,ioji,Currently 4.5/5 Stars.,2502 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Bowmaster Prelude,4,most_played,page_order_most_played,2043,4,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/DragonGamez/bowmaster-prelude,DragonGamez,Currently 4.2/5 Stars.,2043 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Warp Forest,5,most_played,page_order_most_played,1975,5,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Arseniy/warp-forest,Arseniy,Currently 3.7/5 Stars.,1975 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Orbox B,6,most_played,page_order_most_played,1821,6,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Arseniy/orbox-b,Arseniy,Currently 4.2/5 Stars.,1821 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Micro Siege,7,most_played,page_order_most_played,1501,7,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/richpixel/micro-siege,richpixel,Currently 3.2/5 Stars.,1501 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Chaos Faction,8,most_played,page_order_most_played,1275,8,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/JorjEade/chaos-faction,JorjEade,Currently 4.1/5 Stars.,1275 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,QWERTY Warriors,9,most_played,page_order_most_played,1223,9,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Weasel/qwerty-warriors,Weasel,Currently 4.2/5 Stars.,1223 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Pretty Pretty Bang Bang,10,most_played,page_order_most_played,1125,10,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/luvcraft/pretty-pretty-bang-bang,luvcraft,Currently 3.6/5 Stars.,1125 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,McDonald's Videogame,11,most_played,page_order_most_played,1080,11,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/molleindustria/mcdonalds-videogame,molleindustria,Currently 4.0/5 Stars.,1080 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Extreme Heli Boarding,12,most_played,page_order_most_played,1039,12,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/BubbleBox/extreme-heli-boarding,BubbleBox,Currently 3.2/5 Stars.,1039 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Prehistoric.,13,most_played,page_order_most_played,1007,13,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/TrueDarkness/prehistoric,TrueDarkness,Currently 3.7/5 Stars.,1007 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Orbox,14,most_played,page_order_most_played,1003,14,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Arseniy/orbox,Arseniy,Currently 4.0/5 Stars.,1003 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-22,Hovercrafty,15,most_played,page_order_most_played,962,15,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070122004657,https://web.archive.org/web/20070122004657/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/grapefrukt/hovercrafty,grapefrukt,Currently 3.1/5 Stars.,962 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070122004657_http_www.kongregate.com_80_popular_games_21c7128d93023d46.html
2007-01-25,Bowmaster Prelude,1,most_played,page_order_most_played,14758,1,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/DragonGamez/bowmaster-prelude,DragonGamez,Currently 4.1/5 Stars.,14758 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,The Fancy Pants Adventures,2,most_played,page_order_most_played,6534,2,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/DrNeroCF/the-fancy-pants-adventures,DrNeroCF,Currently 4.5/5 Stars.,6534 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Warbears,3,most_played,page_order_most_played,3087,3,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/ioji/warbears,ioji,Currently 4.5/5 Stars.,3087 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Gamma Bros,4,most_played,page_order_most_played,3080,4,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/pixeljamgames/gamma-bros,pixeljamgames,Currently 4.2/5 Stars.,3080 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Orbox B,5,most_played,page_order_most_played,2159,5,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/Arseniy/orbox-b,Arseniy,Currently 4.1/5 Stars.,2159 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Extreme Heli Boarding,6,most_played,page_order_most_played,2089,6,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/BubbleBox/extreme-heli-boarding,BubbleBox,Currently 3.3/5 Stars.,2089 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Warp Forest,7,most_played,page_order_most_played,2051,7,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/Arseniy/warp-forest,Arseniy,Currently 3.7/5 Stars.,2051 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Micro Siege,8,most_played,page_order_most_played,1555,8,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/richpixel/micro-siege,richpixel,Currently 3.2/5 Stars.,1555 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Chaos Faction,9,most_played,page_order_most_played,1526,9,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/JorjEade/chaos-faction,JorjEade,Currently 4.1/5 Stars.,1526 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,QWERTY Warriors,10,most_played,page_order_most_played,1305,10,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/Weasel/qwerty-warriors,Weasel,Currently 4.1/5 Stars.,1305 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,McDonald's Videogame,11,most_played,page_order_most_played,1189,11,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/molleindustria/mcdonalds-videogame,molleindustria,Currently 4.0/5 Stars.,1189 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Pretty Pretty Bang Bang,12,most_played,page_order_most_played,1150,12,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/luvcraft/pretty-pretty-bang-bang,luvcraft,Currently 3.6/5 Stars.,1150 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Seven Deadly Sins,13,most_played,page_order_most_played,1136,13,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/JorjEade/seven-deadly-sins,JorjEade,Currently 3.8/5 Stars.,1136 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,Orbox,14,most_played,page_order_most_played,1095,14,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/Arseniy/orbox,Arseniy,Currently 3.9/5 Stars.,1095 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-25,rotaZion,15,most_played,page_order_most_played,1076,15,visible_games_in_same_capture,,http://kongregate.com:80/popular_games?,20070125180852,https://web.archive.org/web/20070125180852/http://kongregate.com:80/popular_games?,http://kongregate.com/games/pixtiz/rotazion,pixtiz,Currently 3.5/5 Stars.,1076 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070125180852_http_kongregate.com_80_popular_games_3995035c7cbc41ae.html
2007-01-27,Bowmaster Prelude,1,most_played,page_order_most_played,48755,1,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/DragonGamez/bowmaster-prelude,DragonGamez,Currently 4.3/5 Stars.,48755 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,The Fancy Pants Adventures,2,most_played,page_order_most_played,7029,2,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/DrNeroCF/the-fancy-pants-adventures,DrNeroCF,Currently 4.5/5 Stars.,7029 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Warbears,3,most_played,page_order_most_played,3386,3,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/ioji/warbears,ioji,Currently 4.5/5 Stars.,3386 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Gamma Bros,4,most_played,page_order_most_played,3181,4,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/pixeljamgames/gamma-bros,pixeljamgames,Currently 4.2/5 Stars.,3181 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Extreme Heli Boarding,5,most_played,page_order_most_played,2322,5,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/BubbleBox/extreme-heli-boarding,BubbleBox,Currently 3.3/5 Stars.,2322 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Orbox B,6,most_played,page_order_most_played,2310,6,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Arseniy/orbox-b,Arseniy,Currently 4.1/5 Stars.,2310 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Warp Forest,7,most_played,page_order_most_played,2116,7,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Arseniy/warp-forest,Arseniy,Currently 3.7/5 Stars.,2116 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Chaos Faction,8,most_played,page_order_most_played,1894,8,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/JorjEade/chaos-faction,JorjEade,Currently 4.1/5 Stars.,1894 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Micro Siege,9,most_played,page_order_most_played,1638,9,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/richpixel/micro-siege,richpixel,Currently 3.2/5 Stars.,1638 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,QWERTY Warriors,10,most_played,page_order_most_played,1379,10,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/Weasel/qwerty-warriors,Weasel,Currently 4.1/5 Stars.,1379 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Rapid Reaction Master,11,most_played,page_order_most_played,1350,11,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/tomylee/rapid-reaction-master,tomylee,Currently 3.0/5 Stars.,1350 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,Seven Deadly Sins,12,most_played,page_order_most_played,1304,12,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/JorjEade/seven-deadly-sins,JorjEade,Currently 3.8/5 Stars.,1304 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,rotaZion,13,most_played,page_order_most_played,1254,13,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/pixtiz/rotazion,pixtiz,Currently 3.5/5 Stars.,1254 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
2007-01-27,McDonald's Videogame,14,most_played,page_order_most_played,1250,14,visible_games_in_same_capture,,http://www.kongregate.com:80/popular_games,20070127105352,https://web.archive.org/web/20070127105352/http://www.kongregate.com:80/popular_games,http://www.kongregate.com/games/molleindustria/mcdonalds-videogame,molleindustria,Currently 4.0/5 Stars.,1250 gameplays,legacy_games_table,high,Extracted from cached HTML data/raw/html/20070127105352_http_www.kongregate.com_80_popular_games_50f0804a896cd1a1.html
