date,game_name,rank_on_date,ranking_type,ranking_basis,plays_count_observed,plays_rank_within_capture,plays_rank_scope,category,source_url,capture_timestamp,capture_url,game_url,developer,rating_text,plays_text,parser,confidence,notes
2012-02-12,Tyrant,2,most_played,page_order_most_played,25266703,1,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/synapticon/tyrant,synapticon,Currently 4.3/5 Stars.,"25,266,703 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-12,Kingdom Rush,3,most_played,page_order_most_played,3027647,6,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"3,027,647 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-12,Clash of the Dragons,4,most_played,page_order_most_played,2171689,7,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/5thPlanetGames/clash-of-the-dragons,5thPlanetGames,Currently 3.9/5 Stars.,"2,171,689 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-12,Dream World,5,most_played,page_order_most_played,17852022,3,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/kingk/dream-world,kingk,Currently 4.1/5 Stars.,"17,852,022 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-12,Learn to Fly 2,6,most_played,page_order_most_played,10539905,4,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"10,539,905 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-12,TDP4 Team Battle,7,most_played,page_order_most_played,9790245,5,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/JavelinOU/tdp4-team-battle,JavelinOU,Currently 4.3/5 Stars.,"9,790,245 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-12,Chuck the Sheep,8,most_played,page_order_most_played,627403,8,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120212045144,https://web.archive.org/web/20120212045144/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/ArmorGames/chuck-the-sheep,ArmorGames,Currently 4.2/5 Stars.,"627,403 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120212045144_http_www.kongregate.com_80_most-played-games_14051df2e1dfa3cf.html
2012-02-20,Platform Racing 2,1,most_played,page_order_most_played,26629007,1,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/Jiggmin/platform-racing-2,Jiggmin,Currently 4.3/5 Stars.,"26,629,007 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Tyrant,2,most_played,page_order_most_played,25768783,2,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/synapticon/tyrant,synapticon,Currently 4.3/5 Stars.,"25,768,783 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Backyard Monsters,3,most_played,page_order_most_played,20152963,3,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/KIXEYE/backyard-monsters,KIXEYE,Currently 4.0/5 Stars.,"20,152,963 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Warlords: Call to Arms,4,most_played,page_order_most_played,18733563,4,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/DJStatika/warlords-call-to-arms,DJStatika,Currently 4.2/5 Stars.,"18,733,563 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Dream World,5,most_played,page_order_most_played,18125110,5,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/kingk/dream-world,kingk,Currently 4.1/5 Stars.,"18,125,110 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Run,6,most_played,page_order_most_played,15147759,6,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/player_03/run,player_03,Currently 3.9/5 Stars.,"15,147,759 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Kongai,7,most_played,page_order_most_played,13145003,7,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/Kongregate/kongai,Kongregate,Currently 4.2/5 Stars.,"13,145,003 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-20,Heroes of Gaia,8,most_played,page_order_most_played,12959376,8,visible_games_in_same_capture,,http://www.kongregate.com:80/games?sort=gameplays,20120220045812,https://web.archive.org/web/20120220045812/http://www.kongregate.com:80/games?sort=gameplays,http://www.kongregate.com/games/SnailGame/heroes-of-gaia,SnailGame,Currently 3.9/5 Stars.,"12,959,376 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120220045812_http_www.kongregate.com_80_games_sort_gameplays_5d7335279aa5a099.html
2012-02-29,Backyard Monsters,1,most_played,page_order_most_played,20875612,2,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/KIXEYE/backyard-monsters,KIXEYE,Currently 4.0/5 Stars.,"20,875,612 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,Tyrant,2,most_played,page_order_most_played,26352756,1,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/synapticon/tyrant,synapticon,Currently 4.3/5 Stars.,"26,352,756 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,Kingdom Rush,3,most_played,page_order_most_played,3564513,6,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"3,564,513 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,Clash of the Dragons,4,most_played,page_order_most_played,2758136,7,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/5thPlanetGames/clash-of-the-dragons,5thPlanetGames,Currently 3.9/5 Stars.,"2,758,136 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,Dream World,5,most_played,page_order_most_played,18373051,3,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/kingk/dream-world,kingk,Currently 4.1/5 Stars.,"18,373,051 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,Learn to Fly 2,6,most_played,page_order_most_played,10996064,4,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"10,996,064 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,TDP4 Team Battle,7,most_played,page_order_most_played,10207744,5,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/JavelinOU/tdp4-team-battle,JavelinOU,Currently 4.3/5 Stars.,"10,207,744 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-02-29,Legacy of a Thousand Suns,8,most_played,page_order_most_played,695067,8,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120229132746,https://web.archive.org/web/20120229132746/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/5thPlanetGames/legacy-of-a-thousand-suns,5thPlanetGames,Currently 3.8/5 Stars.,"695,067 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120229132746_http_www.kongregate.com_80_most-played-games_ebf46628c54ba370.html
2012-03-09,Backyard Monsters,1,most_played,page_order_most_played,21524744,2,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/KIXEYE/backyard-monsters,KIXEYE,Currently 4.0/5 Stars.,"21,524,744 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,Tyrant,2,most_played,page_order_most_played,27044923,1,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/synapticon/tyrant,synapticon,Currently 4.3/5 Stars.,"27,044,923 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,Clash of the Dragons,3,most_played,page_order_most_played,3411268,7,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/5thPlanetGames/clash-of-the-dragons,5thPlanetGames,Currently 3.8/5 Stars.,"3,411,268 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,Kingdom Rush,4,most_played,page_order_most_played,3784934,6,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"3,784,934 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,Dream World,5,most_played,page_order_most_played,18591154,3,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/kingk/dream-world,kingk,Currently 4.1/5 Stars.,"18,591,154 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,TDP4 Team Battle,6,most_played,page_order_most_played,10491311,5,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/JavelinOU/tdp4-team-battle,JavelinOU,Currently 4.3/5 Stars.,"10,491,311 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,Learn to Fly 2,7,most_played,page_order_most_played,11204674,4,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"11,204,674 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-09,Burrito Bison Revenge,8,most_played,page_order_most_played,730137,8,visible_games_in_same_capture,,http://www.kongregate.com:80/most-played-games,20120309173700,https://web.archive.org/web/20120309173700/http://www.kongregate.com:80/most-played-games,http://www.kongregate.com/games/JuicyBeast/burrito-bison-revenge,JuicyBeast,Currently 4.6/5 Stars.,"730,137 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120309173700_http_www.kongregate.com_80_most-played-games_30046c3cc59ceda6.html
2012-03-21,Kingdom Rush,1,top_rated,page_order_top_rated,4033207,5,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"4,033,207 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Learn to Fly 2,2,top_rated,page_order_top_rated,11472190,2,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"11,472,190 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Burrito Bison Revenge,3,top_rated,page_order_top_rated,1387326,6,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/JuicyBeast/burrito-bison-revenge,JuicyBeast,Currently 4.5/5 Stars.,"1,387,326 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Cursed Treasure: Don't...,4,top_rated,page_order_top_rated,12431494,1,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/IriySoft/cursed-treasure-dont-touch-my-gems,IriySoft,Currently 4.5/5 Stars.,"12,431,494 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Spiral Knights,5,top_rated,page_order_top_rated,1252489,7,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/SpiralKnights/spiral-knights,SpiralKnights,Currently 4.5/5 Stars.,"1,252,489 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Bloons Tower Defense 4,6,top_rated,page_order_top_rated,10843715,3,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Ninjakiwi/bloons-tower-defense-4,Ninjakiwi,Currently 4.5/5 Stars.,"10,843,715 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Infectonator : World D...,7,top_rated,page_order_top_rated,6069522,4,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/TogeProductions/infectonator-world-dominator,TogeProductions,Currently 4.5/5 Stars.,"6,069,522 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Badge Master,8,top_rated,page_order_top_rated,964809,8,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120321095338,https://web.archive.org/web/20120321095338/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Senekis93/badge-master,Senekis93,Currently 4.5/5 Stars.,"964,809 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321095338_http_www.kongregate.com_80_top-rated-games_c772857100a56050.html
2012-03-21,Kingdom Rush,1,top_rated,page_order_top_rated,4033081,5,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"4,033,081 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Learn to Fly 2,2,top_rated,page_order_top_rated,11472105,2,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"11,472,105 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Burrito Bison Revenge,3,top_rated,page_order_top_rated,1387128,6,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/JuicyBeast/burrito-bison-revenge,JuicyBeast,Currently 4.5/5 Stars.,"1,387,128 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Cursed Treasure: Don't...,4,top_rated,page_order_top_rated,12431444,1,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/IriySoft/cursed-treasure-dont-touch-my-gems,IriySoft,Currently 4.5/5 Stars.,"12,431,444 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Spiral Knights,5,top_rated,page_order_top_rated,1252455,7,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/SpiralKnights/spiral-knights,SpiralKnights,Currently 4.5/5 Stars.,"1,252,455 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Bloons Tower Defense 4,6,top_rated,page_order_top_rated,10843658,3,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/Ninjakiwi/bloons-tower-defense-4,Ninjakiwi,Currently 4.5/5 Stars.,"10,843,658 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Infectonator : World D...,7,top_rated,page_order_top_rated,6069497,4,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/TogeProductions/infectonator-world-dominator,TogeProductions,Currently 4.5/5 Stars.,"6,069,497 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-21,Badge Master,8,top_rated,page_order_top_rated,964791,8,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games?,20120321093926,https://web.archive.org/web/20120321093926/http://www.kongregate.com:80/top-rated-games?,http://www.kongregate.com/games/Senekis93/badge-master,Senekis93,Currently 4.5/5 Stars.,"964,791 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120321093926_http_www.kongregate.com_80_top-rated-games_4875e12a23333d62.html
2012-03-28,Kingdom Rush,1,top_rated,page_order_top_rated,4163953,5,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"4,163,953 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Learn to Fly 2,2,top_rated,page_order_top_rated,11624344,2,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"11,624,344 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Burrito Bison Revenge,3,top_rated,page_order_top_rated,1592166,6,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/JuicyBeast/burrito-bison-revenge,JuicyBeast,Currently 4.5/5 Stars.,"1,592,166 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Cursed Treasure: Don't...,4,top_rated,page_order_top_rated,12476242,1,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/IriySoft/cursed-treasure-dont-touch-my-gems,IriySoft,Currently 4.5/5 Stars.,"12,476,242 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Spiral Knights,5,top_rated,page_order_top_rated,1296990,7,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/SpiralKnights/spiral-knights,SpiralKnights,Currently 4.5/5 Stars.,"1,296,990 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Bloons Tower Defense 4,6,top_rated,page_order_top_rated,10921454,3,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Ninjakiwi/bloons-tower-defense-4,Ninjakiwi,Currently 4.5/5 Stars.,"10,921,454 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Infectonator : World D...,7,top_rated,page_order_top_rated,6092173,4,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/TogeProductions/infectonator-world-dominator,TogeProductions,Currently 4.5/5 Stars.,"6,092,173 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-03-28,Badge Master,8,top_rated,page_order_top_rated,984019,8,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120328022312,https://web.archive.org/web/20120328022312/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Senekis93/badge-master,Senekis93,Currently 4.5/5 Stars.,"984,019 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120328022312_http_www.kongregate.com_80_top-rated-games_d276f2f632d9fb86.html
2012-04-03,Kingdom Rush,1,top_rated,page_order_top_rated,4345768,5,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120403214548,https://web.archive.org/web/20120403214548/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/Ironhidegames/kingdom-rush,Ironhidegames,Currently 4.6/5 Stars.,"4,345,768 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120403214548_http_www.kongregate.com_80_top-rated-games_70303d7f43c95170.html
2012-04-03,Learn to Fly 2,2,top_rated,page_order_top_rated,11785064,2,visible_games_in_same_capture,,http://www.kongregate.com:80/top-rated-games,20120403214548,https://web.archive.org/web/20120403214548/http://www.kongregate.com:80/top-rated-games,http://www.kongregate.com/games/light_bringer777/learn-to-fly-2,light_bringer777,Currently 4.6/5 Stars.,"11,785,064 plays",game_browser_game_row,medium,Extracted from cached HTML data/raw/html/20120403214548_http_www.kongregate.com_80_top-rated-games_70303d7f43c95170.html
